"","fid","SciName","Longitude","Latitude","issues","countryCod","individual","occurrence","coordinate","institutio","gbifID","references","basisOfRec","year","month","day","eventDate","geodeticDa","datasetNam","layer","path"
"84",4374,"Geranium lucidum",-2.127591,54.080402,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",3099984765,NA,"HUMAN_OBSERVATION",1974,6,21,1974-06-21,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"85",4378,"Geranium lucidum",-2.074095,54.080447,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",3106321729,NA,"HUMAN_OBSERVATION",1974,6,21,1974-06-21,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"86",4375,"Geranium lucidum",-2.008375,54.101141,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",3101502124,NA,"HUMAN_OBSERVATION",1974,6,22,1974-06-22,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"87",4373,"Geranium lucidum",-3.485225,57.257383,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2942717841,NA,"HUMAN_OBSERVATION",1974,6,23,1974-06-23,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"88",4379,"Geranium lucidum",6.9985,61.8173,"incomis,inmafu","NOR",NA,"PRESENT",71,"O",1702294069,NA,"PRESERVED_SPECIMEN",1974,7,27,1974-07-27,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"89",4380,"Geranium lucidum",-4.201235,57.031219,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2941593270,NA,"HUMAN_OBSERVATION",1974,8,11,1974-08-11,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"90",4381,"Geranium lucidum",15.327918,57.904888,"gass84","SWE",NA,"PRESENT",250,"<U+FFFD>sterg<U+FFFD>tlands flora",932061587,NA,"HUMAN_OBSERVATION",1974,9,13,1974-09-13,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"91",4358,"Geranium lucidum",12.364717,58.744555,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428919443,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"92",4359,"Geranium lucidum",12.345933,58.768308,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428919484,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"93",4360,"Geranium lucidum",12.328147,58.778344,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428919501,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"94",4361,"Geranium lucidum",12.360693,58.750287,"cdround,gass84","SWE",NA,"PRESENT",250,"ArtDatabanken",1428919540,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"95",4362,"Geranium lucidum",12.326871,58.417108,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428922303,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"96",4363,"Geranium lucidum",12.355958,58.731739,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428927675,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"97",4364,"Geranium lucidum",12.152625,58.571278,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428981385,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"98",4365,"Geranium lucidum",14.292439,57.879635,"gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246061966,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"99",4366,"Geranium lucidum",15.228905,58.025922,"cdround,gass84","SWE",NA,"PRESENT",250,"<U+FFFD>sterg<U+FFFD>tlands flora",2847499943,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"100",4368,"Geranium lucidum",15.942581,57.973072,"gass84","SWE",NA,"PRESENT",250,"<U+FFFD>sterg<U+FFFD>tlands flora",2866082777,NA,"HUMAN_OBSERVATION",1975,12,31,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"101",4369,"Geranium lucidum",-3.166979,55.644836,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",2942694030,NA,"HUMAN_OBSERVATION",1975,NA,NA,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"102",4370,"Geranium lucidum",-2.781382,55.430445,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",2952452914,NA,"HUMAN_OBSERVATION",1975,NA,NA,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"103",4371,"Geranium lucidum",-2.210789,54.660404,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",3106620021,NA,"HUMAN_OBSERVATION",1975,NA,NA,1975-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"104",4336,"Geranium lucidum",-3.492334,51.495935,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEWBReC",2999979561,NA,"HUMAN_OBSERVATION",1975,2,8,1975-02-08,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"105",4338,"Geranium lucidum",-4.447638,57.269275,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2941607040,NA,"HUMAN_OBSERVATION",1975,4,23,1975-04-23,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"106",4337,"Geranium lucidum",17.420408,58.996063,"cdround,gass84","SWE",NA,"PRESENT",25,"ArtDatabanken",849506827,NA,"HUMAN_OBSERVATION",1975,4,28,1975-04-28,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"107",4342,"Geranium lucidum",16.601693,58.203232,"gass84","SWE",NA,"PRESENT",100,"<U+FFFD>sterg<U+FFFD>tlands flora",932068333,NA,"HUMAN_OBSERVATION",1975,5,3,1975-05-03,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"108",4344,"Geranium lucidum",14.668689,58.309558,"gass84","SWE",NA,"PRESENT",50,"ArtDatabanken",1433266601,NA,"HUMAN_OBSERVATION",1975,5,4,1975-05-04,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"109",4339,"Geranium lucidum",14.678544,58.205533,"gass84","SWE",NA,"PRESENT",250,"<U+FFFD>sterg<U+FFFD>tlands flora",932063857,NA,"HUMAN_OBSERVATION",1975,5,17,1975-05-17,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"110",4340,"Geranium lucidum",14.544147,58.111487,"cdround,gass84","SWE",NA,"PRESENT",100,"<U+FFFD>sterg<U+FFFD>tlands flora",932067116,NA,"HUMAN_OBSERVATION",1975,5,17,1975-05-17,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"111",4343,"Geranium lucidum",5.6251,60.2612,"incomis,inmafu","NOR",NA,"PRESENT",100,"BG",1144100598,NA,"PRESERVED_SPECIMEN",1975,5,21,1975-05-21,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"112",4346,"Geranium lucidum",-3.346055,56.621065,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2954062195,NA,"HUMAN_OBSERVATION",1975,5,24,1975-05-24,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"113",4345,"Geranium lucidum",-3.3684,52.236099,"fpwktinv","GBR",NA,"PRESENT",70.7,"BIS",2938691338,NA,"HUMAN_OBSERVATION",1975,5,28,1975-05-28,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"114",4341,"Geranium lucidum",16.603022,58.296733,"cdround,gass84","SWE",NA,"PRESENT",250,"<U+FFFD>sterg<U+FFFD>tlands flora",932067943,NA,"HUMAN_OBSERVATION",1975,5,30,1975-05-30,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"115",4347,"Geranium lucidum",-5.20719,36.48635,"gass84,osiic,colmano,inmafu","ESP",1,"PRESENT",1000,"MGC",199479925,NA,"PRESERVED_SPECIMEN",1975,6,11,1975-06-11,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"116",4352,"Geranium lucidum",-4.318488,57.32564,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2941132577,NA,"HUMAN_OBSERVATION",1975,6,11,1975-06-11,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"117",4348,"Geranium lucidum",17.644197,59.036273,"cdround,gass84","SWE",NA,"PRESENT",50,"ArtDatabanken",849508162,NA,"HUMAN_OBSERVATION",1975,6,15,1975-06-15,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"118",4351,"Geranium lucidum",8.1642,62.8875,"gass84,incomis,inmafu","NOR",NA,"PRESENT",707,"TRH",1701775609,NA,"PRESERVED_SPECIMEN",1975,6,15,1975-06-15,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"119",4349,"Geranium lucidum",17.377119,59.001444,"cdround,gass84","SWE",NA,"PRESENT",50,"ArtDatabanken",849510280,NA,"HUMAN_OBSERVATION",1975,6,16,1975-06-16,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"120",4350,"Geranium lucidum",16.41576,58.67238,"cdround,gass84","SWE",NA,"PRESENT",500,"<U+FFFD>sterg<U+FFFD>tlands flora",932061017,NA,"HUMAN_OBSERVATION",1975,6,21,1975-06-21,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"121",4353,"Geranium lucidum",6.917824427,61.85059635,"cdrep,incomis,inmafu","NOR",NA,"PRESENT",707,"O",1702294077,NA,"PRESERVED_SPECIMEN",1975,7,9,1975-07-09,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"122",4357,"Geranium lucidum",-4.434629,57.323445,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2939769644,NA,"HUMAN_OBSERVATION",1975,8,19,1975-08-19,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"123",4355,"Geranium lucidum",7.114659,60.831571,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2465811640,NA,"HUMAN_OBSERVATION",1975,8,30,1975-08-30,"WGS84","Vascular plant field notes","Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"124",4356,"Geranium lucidum",7.099128,60.757639,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2465856781,NA,"HUMAN_OBSERVATION",1975,8,31,1975-08-31,"WGS84","Vascular plant field notes","Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"125",4323,"Geranium lucidum",15.058594,59.047327,"cdround,gass84","SWE",NA,"PRESENT",500,"L<U+FFFD>nsstyrelsen <U+FFFD>rebro",854524078,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"126",4324,"Geranium lucidum",15.395705,59.12244,"cdround,gass84","SWE",NA,"PRESENT",500,"L<U+FFFD>nsstyrelsen <U+FFFD>rebro",854531737,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"127",4325,"Geranium lucidum",12.525569,58.553469,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428892203,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"128",4326,"Geranium lucidum",12.458357,59.082137,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428921309,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"129",4327,"Geranium lucidum",12.427743,58.489214,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428926470,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"130",4328,"Geranium lucidum",12.534256,58.917422,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428968446,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"131",4329,"Geranium lucidum",12.563775,58.895256,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428968508,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"132",4330,"Geranium lucidum",12.328874,58.698395,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428975628,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"133",4331,"Geranium lucidum",12.169801,58.580102,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428981399,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"134",4332,"Geranium lucidum",12.130706,58.560611,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428981407,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"135",4333,"Geranium lucidum",12.468122,58.747724,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428985591,NA,"HUMAN_OBSERVATION",1976,12,31,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"136",4334,"Geranium lucidum",-3.008424,52.409196,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEDN",3057950413,NA,"HUMAN_OBSERVATION",1976,NA,NA,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"137",4335,"Geranium lucidum",-2.132447,54.642092,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",3106850128,NA,"HUMAN_OBSERVATION",1976,NA,NA,1976-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"138",4310,"Geranium lucidum",12.132314,58.550235,"cdround,gass84","SWE",NA,"PRESENT",75,"ArtDatabanken",852660997,NA,"HUMAN_OBSERVATION",1976,2,29,1976-02-29,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"139",4312,"Geranium lucidum",12.465616,58.505165,"cdround,gass84","SWE",NA,"PRESENT",50,"ArtDatabanken",852660610,NA,"HUMAN_OBSERVATION",1976,3,8,1976-03-08,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"140",4311,"Geranium lucidum",12.374823,58.454072,"cdround,gass84","SWE",NA,"PRESENT",50,"ArtDatabanken",852660266,NA,"HUMAN_OBSERVATION",1976,3,13,1976-03-13,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"141",4314,"Geranium lucidum",-7.715072,54.519558,"fpwktinv","GBR",NA,"PRESENT",707.1,"CEDaR",3054654087,NA,"HUMAN_OBSERVATION",1976,4,26,1976-04-26,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"142",4313,"Geranium lucidum",-7.737425,54.525448,"fpwktinv","GBR",NA,"PRESENT",70.7,"CEDaR",3054354214,NA,"HUMAN_OBSERVATION",1976,4,27,1976-04-27,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"143",4317,"Geranium lucidum",-3.000453,52.705941,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEDN",3058294989,NA,"HUMAN_OBSERVATION",1976,5,4,1976-05-04,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"144",4315,"Geranium lucidum",14.689036,58.334438,"cdround,gass84","SWE",NA,"PRESENT",250,"<U+FFFD>sterg<U+FFFD>tlands flora",854704048,NA,"HUMAN_OBSERVATION",1976,5,15,1976-05-15,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"145",4316,"Geranium lucidum",14.666857,58.303946,"gass84","SWE",NA,"PRESENT",150,"ArtDatabanken",2245995562,NA,"HUMAN_OBSERVATION",1976,5,23,1976-05-23,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"146",4319,"Geranium lucidum",-2.970658,52.697198,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEDN",3058134177,NA,"HUMAN_OBSERVATION",1976,6,18,1976-06-18,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"147",4318,"Geranium lucidum",-3.715016,56.850141,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2950240210,NA,"HUMAN_OBSERVATION",1976,6,20,1976-06-20,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"148",4320,"Geranium lucidum",16.457468,57.271012,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246058048,NA,"HUMAN_OBSERVATION",1976,8,2,1976-08-02,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"149",4321,"Geranium lucidum",-3.947289,55.310039,"fpwktinv","GBR",NA,"PRESENT",707.1,"BSBI",2954424271,NA,"HUMAN_OBSERVATION",1976,8,5,1976-08-05,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"150",4322,"Geranium lucidum",-2.358004,54.212952,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",3099182448,NA,"HUMAN_OBSERVATION",1976,9,24,1976-09-24,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"151",4283,"Geranium lucidum",-3.424224,51.785107,"fpwktinv","GBR",NA,"PRESENT",7.1,"SEWBReC",2999656783,NA,"HUMAN_OBSERVATION",1977,1,1,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"152",4299,"Geranium lucidum",12.47627,58.783512,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428950138,NA,"HUMAN_OBSERVATION",1977,12,31,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"153",4300,"Geranium lucidum",12.3957,58.772332,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",1428950141,NA,"HUMAN_OBSERVATION",1977,12,31,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"154",4301,"Geranium lucidum",14.152239,57.849149,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246059715,NA,"HUMAN_OBSERVATION",1977,12,31,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"155",4302,"Geranium lucidum",14.314241,57.922997,"gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246059814,NA,"HUMAN_OBSERVATION",1977,12,31,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"156",4303,"Geranium lucidum",14.127059,57.811101,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246060555,NA,"HUMAN_OBSERVATION",1977,12,31,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"157",4304,"Geranium lucidum",-3.362357,56.643798,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",2951662733,NA,"HUMAN_OBSERVATION",1977,NA,NA,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"158",4305,"Geranium lucidum",-2.582136,52.412065,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEDN",3057737379,NA,"HUMAN_OBSERVATION",1977,NA,NA,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"159",4306,"Geranium lucidum",-2.421455,52.520628,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEDN",3057999209,NA,"HUMAN_OBSERVATION",1977,NA,NA,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"160",4307,"Geranium lucidum",-2.525474,52.592131,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEDN",3058126738,NA,"HUMAN_OBSERVATION",1977,NA,NA,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"161",4308,"Geranium lucidum",-3.166099,52.812307,"fpwktinv","GBR",NA,"PRESENT",707.1,"SEDN",3058358956,NA,"HUMAN_OBSERVATION",1977,NA,NA,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
"162",4309,"Geranium lucidum",-1.212372,51.68307,"fpwktinv","GBR",NA,"PRESENT",70.7,"BSBI",3099772733,NA,"HUMAN_OBSERVATION",1977,NA,NA,1977-01-01,"WGS84",NA,"Geranium GBIF (filtered, 1km)","C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp"
